instance,time,solution len,solution
0,0.113804,24,2 6 7 12 13 14 15 17 21 23 26 30 31 34 42 57 61 62 67 71 77 82 90 91
instance,time,solution len,solution
1,0.101554,23,1 6 7 13 14 16 19 23 30 33 36 38 41 42 57 58 60 63 66 70 74 82 92
instance,time,solution len,solution
2,0.087864,23,3 4 5 6 12 16 17 21 27 30 32 37 39 43 45 53 54 63 67 69 76 86 96
instance,time,solution len,solution
3,0.090904,27,1 4 8 9 10 13 18 19 21 23 29 32 33 35 41 47 51 61 62 69 73 80 82 87 88 89 97
instance,time,solution len,solution
4,0.135209,27,1 14 15 17 18 20 22 24 28 29 31 34 47 49 50 53 55 56 60 64 66 71 77 84 87 93 96
instance,time,solution len,solution
5,0.178986,27,0 4 5 9 10 12 13 18 23 31 32 33 38 39 41 45 56 58 61 63 64 73 77 80 82 85 88
instance,time,solution len,solution
6,0.114014,22,2 3 6 7 10 13 14 16 17 20 22 23 24 28 30 51 52 63 82 89 90 96
instance,time,solution len,solution
7,0.113664,22,2 6 21 24 26 27 33 34 38 39 53 56 58 70 78 81 85 86 89 91 95 96
instance,time,solution len,solution
8,0.123832,26,1 3 4 9 10 12 14 16 17 19 22 23 25 28 36 37 45 57 67 77 78 81 83 90 96 99
instance,time,solution len,solution
9,0.115822,26,1 5 6 7 9 12 15 16 22 23 25 34 36 38 41 43 46 49 50 53 57 63 68 72 94 95
avg_time,0.11756530000000001
