instance,time,solution len,solution
0,0.18036,14,8 13 14 22 27 38 41 43 45 46 49 58 68 85
instance,time,solution len,solution
1,0.17087,15,3 13 16 21 23 25 35 43 48 55 56 74 77 94 97
instance,time,solution len,solution
2,0.122018,16,0 9 13 16 26 29 30 31 32 35 37 52 63 72 76 94
instance,time,solution len,solution
3,0.155848,13,3 5 11 32 33 40 41 46 52 54 71 72 94
instance,time,solution len,solution
4,0.155836,13,7 11 16 21 23 26 29 41 48 64 76 94 99
instance,time,solution len,solution
5,0.113652,14,5 6 7 12 17 23 26 30 51 56 58 64 74 75
instance,time,solution len,solution
6,0.117207,14,0 4 19 21 22 24 36 41 45 46 51 53 64 85
instance,time,solution len,solution
7,0.125238,15,0 3 22 27 29 35 42 43 44 45 48 52 56 60 68
instance,time,solution len,solution
8,0.131657,15,2 6 8 12 22 28 33 40 46 47 56 66 69 72 85
instance,time,solution len,solution
9,0.122388,15,1 2 5 15 19 25 42 52 64 71 72 74 90 94 98
avg_time,0.1395074
