instance,time,solution len,solution
0,3.47238,14,11 15 21 48 56 126 141 165 169 173 192 232 242 243
instance,time,solution len,solution
1,3.033522,14,3 51 61 70 96 115 157 179 184 202 214 222 224 239
instance,time,solution len,solution
2,3.093042,14,2 12 75 76 81 97 159 169 179 180 190 219 225 227
instance,time,solution len,solution
3,3.09529,14,11 26 38 54 62 73 78 102 122 156 159 172 195 214
instance,time,solution len,solution
4,3.14817,14,2 3 7 8 34 58 95 102 124 159 185 203 210 225
instance,time,solution len,solution
5,3.479313,14,11 18 35 88 112 138 149 156 158 211 217 219 223 238
instance,time,solution len,solution
6,3.350496,14,4 24 32 38 44 62 92 126 141 157 161 190 220 242
instance,time,solution len,solution
7,3.688996,14,1 21 31 34 36 50 61 71 77 123 190 203 226 234
instance,time,solution len,solution
8,3.726591,14,1 18 21 36 82 84 85 123 133 139 140 172 215 245
instance,time,solution len,solution
9,4.284755,14,6 12 21 37 44 91 112 128 134 147 172 183 195 230
avg_time,3.4372555
