instance,time,solution len,solution
0,2.851724,21,5 10 14 55 61 68 82 85 119 127 138 151 172 179 180 196 203 206 228 238 248
instance,time,solution len,solution
1,3.128598,21,10 12 22 59 61 63 71 81 82 109 119 150 155 160 166 189 211 228 230 242 249
instance,time,solution len,solution
2,2.5714,22,19 27 34 37 43 44 59 63 74 75 93 98 99 104 120 123 138 187 191 192 196 234
instance,time,solution len,solution
3,2.06317,22,2 6 9 14 15 105 106 109 116 119 122 129 135 171 173 178 183 193 221 232 243 245
instance,time,solution len,solution
4,1.921713,23,2 19 20 21 26 39 54 55 67 81 88 90 93 106 124 128 131 141 144 169 173 178 204
instance,time,solution len,solution
5,1.801634,22,0 23 27 30 45 51 69 73 75 91 96 101 109 118 147 158 186 195 207 229 230 231
instance,time,solution len,solution
6,1.916555,21,8 23 34 60 73 93 98 102 104 113 124 128 150 155 156 158 170 200 234 237 240
instance,time,solution len,solution
7,1.772724,22,11 23 50 67 68 72 96 100 113 129 138 149 154 164 167 176 186 188 191 192 223 225
instance,time,solution len,solution
8,1.72021,22,3 6 8 9 10 16 22 25 35 45 48 64 74 90 119 145 200 205 207 210 216 239
instance,time,solution len,solution
9,1.868776,22,7 23 24 39 46 75 93 110 112 118 127 134 165 181 183 186 199 205 224 225 230 242
avg_time,2.1616504
