instance,time,solution len,solution
0,1.069778,21,1 7 10 29 30 33 38 44 46 55 72 73 75 90 93 108 133 155 161 178 190
instance,time,solution len,solution
1,1.103776,20,11 21 30 37 56 60 62 86 98 114 127 132 141 153 161 165 166 177 181 192
instance,time,solution len,solution
2,1.427435,21,9 11 15 20 29 60 61 68 69 91 94 103 116 120 165 169 174 175 182 188 193
instance,time,solution len,solution
3,1.425334,19,6 14 29 36 46 51 74 78 105 128 146 147 153 154 166 174 175 180 184
instance,time,solution len,solution
4,1.558955,19,20 24 28 39 58 99 110 111 112 123 133 149 159 160 166 167 181 196 197
instance,time,solution len,solution
5,1.276095,20,9 30 46 53 61 64 74 81 88 94 111 114 121 127 130 143 146 148 153 166
instance,time,solution len,solution
6,1.416813,20,0 1 15 19 25 32 34 83 95 102 104 110 115 117 138 146 153 162 164 171
instance,time,solution len,solution
7,1.342746,20,1 3 6 11 18 38 44 74 87 92 93 98 99 116 146 151 173 184 190 199
instance,time,solution len,solution
8,1.268939,20,7 10 11 13 14 29 51 55 68 74 97 98 105 112 116 132 138 149 170 171
instance,time,solution len,solution
9,1.475087,20,7 16 22 29 47 55 56 69 72 87 90 99 108 118 119 138 153 178 183 197
avg_time,1.3364958
