instance,time,solution len,solution
0,4.118332,20,7 18 24 26 35 42 53 59 69 70 97 106 108 110 118 140 154 166 172 194
instance,time,solution len,solution
1,4.541612,21,11 16 20 23 33 49 51 61 66 79 86 124 128 142 146 147 157 159 160 185 187
instance,time,solution len,solution
2,4.351066,20,0 1 4 6 17 22 29 38 52 76 96 102 113 120 124 131 141 154 167 179
instance,time,solution len,solution
3,3.899361,21,0 8 13 21 29 31 36 73 75 88 91 97 125 126 129 137 167 175 182 187 197
instance,time,solution len,solution
4,4.415739,20,4 6 17 23 27 33 46 49 52 73 77 78 80 87 106 116 139 147 165 189
instance,time,solution len,solution
5,4.179844,20,1 2 14 15 16 42 53 55 64 94 96 113 120 127 146 157 170 174 187 195
instance,time,solution len,solution
6,2.692789,20,6 20 24 29 36 60 70 73 82 85 90 94 98 121 124 146 149 163 169 195
instance,time,solution len,solution
7,2.669531,19,0 16 17 18 32 72 74 76 81 86 96 114 143 152 158 175 180 189 191
instance,time,solution len,solution
8,3.099604,20,0 1 19 22 53 54 65 70 91 113 114 126 130 141 164 167 169 182 186 198
instance,time,solution len,solution
9,2.924117,19,2 3 19 50 51 64 69 82 84 88 97 111 120 127 131 133 151 156 162
avg_time,3.6891995
