instance,time,solution len,solution
0,0.001813,8,2 6 7 8 13 14 15 17
instance,time,solution len,solution
1,0.001998,10,0 1 2 4 9 10 12 14 16 18
instance,time,solution len,solution
2,0.001827,9,2 4 7 10 11 12 14 15 16
instance,time,solution len,solution
3,0.001806,9,1 3 6 7 8 10 15 16 17
instance,time,solution len,solution
4,0.00181,9,1 4 6 7 8 9 12 13 18
instance,time,solution len,solution
5,0.001909,10,0 1 2 5 9 11 12 14 15 16
instance,time,solution len,solution
6,0.001937,10,0 1 2 3 4 6 9 13 15 18
instance,time,solution len,solution
7,0.00209,8,0 3 9 10 12 16 17 19
instance,time,solution len,solution
8,0.00208,10,0 1 3 4 8 10 11 12 13 14
instance,time,solution len,solution
9,0.001945,10,0 2 3 5 9 10 13 15 17 18
avg_time,0.0019215
