instance,time,solution len,solution
0,0.262464,10,0 3 6 30 46 75 78 80 81 85
instance,time,solution len,solution
1,0.248044,10,8 11 16 31 32 33 59 70 89 98
instance,time,solution len,solution
2,0.234891,11,6 9 16 18 22 27 38 43 81 84 93
instance,time,solution len,solution
3,0.253817,10,0 5 9 23 34 56 59 60 65 85
instance,time,solution len,solution
4,0.254384,10,0 4 28 38 43 47 53 72 73 79
instance,time,solution len,solution
5,0.242733,11,1 10 14 19 20 31 62 72 80 82 90
instance,time,solution len,solution
6,0.248911,11,0 6 8 18 24 27 42 54 64 70 71
instance,time,solution len,solution
7,0.253537,10,5 11 25 40 43 66 71 90 96 99
instance,time,solution len,solution
8,0.256034,11,2 25 28 30 35 62 63 67 72 78 95
instance,time,solution len,solution
9,0.252625,11,2 7 10 17 40 48 70 85 91 92 96
avg_time,0.25074399999999997
