instance,time,solution len,solution
0,1.053172,32,1 11 16 22 23 24 31 33 38 40 43 50 53 59 68 81 88 96 102 108 109 121 134 145 153 154 155 157 162 166 179 196
instance,time,solution len,solution
1,1.000248,31,0 6 7 10 12 14 18 38 39 42 57 64 73 79 88 90 93 101 103 109 111 119 143 144 149 158 173 176 192 194 196
instance,time,solution len,solution
2,1.016401,31,4 12 15 19 27 30 51 53 57 60 67 78 85 89 92 93 99 124 127 130 135 139 158 166 176 177 179 180 187 197 198
instance,time,solution len,solution
3,1.06739,33,1 2 4 5 7 9 10 11 13 20 29 35 36 40 43 57 62 76 78 95 104 105 135 145 156 157 158 160 167 174 184 195 199
instance,time,solution len,solution
4,0.966356,30,1 14 18 24 26 29 38 40 51 63 67 72 76 77 78 82 89 90 97 100 105 126 147 150 152 158 167 170 177 183
instance,time,solution len,solution
5,1.002697,32,1 15 23 24 28 33 34 35 39 40 48 52 69 80 85 87 97 102 103 107 113 116 118 119 120 128 145 154 155 162 170 183
instance,time,solution len,solution
6,1.204654,29,0 11 15 24 28 32 38 51 57 60 90 95 99 100 106 110 118 133 138 146 149 153 171 175 176 177 186 196 199
instance,time,solution len,solution
7,1.169459,31,0 1 6 12 19 22 25 26 36 38 44 65 66 90 94 98 105 128 143 149 153 154 157 159 164 165 166 174 182 187 189
instance,time,solution len,solution
8,1.102583,31,1 7 10 17 22 23 28 29 31 37 39 45 47 50 53 54 60 63 69 70 78 92 105 115 122 155 170 175 186 193 199
instance,time,solution len,solution
9,0.929485,28,4 8 12 16 19 20 24 25 36 48 50 53 62 69 70 75 79 87 91 92 137 141 156 181 187 193 194 199
avg_time,1.0512445
