instance,time,solution len,solution
0,0.005588,8,1 2 4 6 7 10 13 14
instance,time,solution len,solution
1,0.005352,10,0 1 8 10 11 15 16 20 22 25
instance,time,solution len,solution
2,0.005323,7,4 6 7 11 13 25 29
instance,time,solution len,solution
3,0.005619,8,0 1 7 8 10 12 13 29
instance,time,solution len,solution
4,0.005437,11,1 2 3 8 9 10 14 16 17 19 27
instance,time,solution len,solution
5,0.00556,8,4 6 7 9 13 15 21 27
instance,time,solution len,solution
6,0.00557,10,3 4 5 7 13 14 17 19 21 23
instance,time,solution len,solution
7,0.005616,10,0 3 4 7 10 11 22 25 27 29
instance,time,solution len,solution
8,0.005394,9,2 4 5 9 10 11 12 20 23
instance,time,solution len,solution
9,0.005529,9,0 3 4 5 6 9 18 21 29
avg_time,0.0054988
