instance,time,solution len,solution
0,2.046628,34,0 1 8 16 24 34 35 40 42 47 51 57 61 64 66 67 85 107 111 133 154 155 159 167 170 173 189 193 208 211 226 230 238 247
instance,time,solution len,solution
1,2.128637,33,8 12 20 29 30 33 47 52 62 70 75 77 81 88 91 96 104 106 108 110 141 146 152 158 159 162 166 199 214 220 223 226 248
instance,time,solution len,solution
2,2.172919,33,1 4 12 14 22 28 35 37 44 54 55 60 78 79 80 85 89 96 101 102 121 126 146 153 165 199 203 210 215 222 239 242 246
instance,time,solution len,solution
3,1.669394,34,0 12 16 17 32 41 43 44 51 58 72 77 84 85 89 92 93 119 134 150 154 156 159 160 164 179 180 212 227 241 243 245 247 248
instance,time,solution len,solution
4,1.89722,32,1 13 14 17 19 33 35 43 52 53 65 67 74 84 86 96 101 110 114 131 133 138 149 161 178 203 204 205 208 210 211 226
instance,time,solution len,solution
5,2.135623,33,6 9 16 26 30 36 39 46 47 50 58 63 74 83 92 93 110 121 129 140 141 148 159 162 163 172 179 188 201 213 215 222 226
instance,time,solution len,solution
6,2.085174,34,0 15 16 20 22 25 33 36 40 46 55 62 63 67 81 84 97 100 114 117 127 135 144 149 157 166 169 174 194 200 204 210 224 236
instance,time,solution len,solution
7,2.058364,35,10 12 13 14 19 20 27 41 80 85 86 89 102 111 112 118 119 130 134 137 138 140 149 156 159 171 181 182 184 185 202 213 216 226 244
instance,time,solution len,solution
8,1.984368,33,3 5 12 21 31 32 35 39 46 51 52 65 78 96 112 123 133 134 141 153 154 155 165 168 169 176 180 191 214 222 237 240 249
instance,time,solution len,solution
9,1.609922,34,2 8 9 12 15 19 38 41 44 46 101 108 119 139 144 148 150 152 153 158 160 164 188 190 192 195 199 203 211 221 224 231 234 242
avg_time,1.9788249
