instance,time,solution len,solution
0,0.331327,7,0 2 4 10 11 13 15
instance,time,solution len,solution
1,0.341024,7,3 4 5 7 10 14 15
instance,time,solution len,solution
2,0.289105,7,0 5 6 8 9 10 16
instance,time,solution len,solution
3,0.343103,8,0 3 4 5 9 14 15 18
instance,time,solution len,solution
4,0.405404,8,1 2 5 9 10 13 15 18
instance,time,solution len,solution
5,0.417581,8,2 7 8 11 15 16 17 18
instance,time,solution len,solution
6,0.287125,8,2 4 6 7 9 14 16 19
instance,time,solution len,solution
7,0.295303,6,0 1 2 5 9 19
instance,time,solution len,solution
8,0.307705,6,1 3 10 15 16 19
instance,time,solution len,solution
9,0.310431,6,2 6 9 12 14 16
avg_time,0.33281079999999996
avg_length,7.1
instance,time,solution len,solution
0,0.341205,7,0 2 4 10 11 13 15
instance,time,solution len,solution
1,0.306706,7,3 4 5 7 10 14 15
instance,time,solution len,solution
2,0.281475,7,0 5 6 8 9 10 13
instance,time,solution len,solution
3,0.300876,8,0 3 4 5 12 14 15 18
instance,time,solution len,solution
4,0.326975,8,2 5 9 12 13 15 16 18
instance,time,solution len,solution
5,0.314327,8,3 7 8 11 16 17 18 19
instance,time,solution len,solution
6,0.295862,8,3 6 7 9 11 14 15 19
instance,time,solution len,solution
7,0.282838,6,0 1 2 5 9 19
instance,time,solution len,solution
8,0.347719,6,1 3 9 10 15 19
instance,time,solution len,solution
9,0.34381,6,2 6 9 12 14 16
avg_time,0.3141793
avg_length,7.1
instance,time,solution len,solution
0,0.424872,7,0 2 4 10 11 13 15
instance,time,solution len,solution
1,0.421601,7,3 4 5 7 10 14 15
instance,time,solution len,solution
2,0.348139,7,0 3 5 6 10 13 14
instance,time,solution len,solution
3,0.414412,8,1 3 4 5 9 10 11 18
instance,time,solution len,solution
4,0.388992,8,0 1 3 4 6 7 14 17
instance,time,solution len,solution
5,0.370354,8,2 7 8 11 13 15 16 17
instance,time,solution len,solution
6,0.335145,8,0 6 9 11 14 15 16 19
instance,time,solution len,solution
7,0.37104,6,0 2 5 9 12 13
instance,time,solution len,solution
8,0.401613,6,1 3 9 10 15 19
instance,time,solution len,solution
9,0.331784,6,0 2 9 12 14 16
avg_time,0.3807952
avg_length,7.1
instance,time,solution len,solution
0,0.38063,7,0 2 4 10 11 13 15
instance,time,solution len,solution
1,0.360471,7,3 4 5 7 10 14 15
instance,time,solution len,solution
2,0.363997,7,0 3 5 6 10 14 16
instance,time,solution len,solution
3,0.410568,8,0 1 3 4 5 9 14 18
instance,time,solution len,solution
4,0.383038,8,2 5 9 10 13 15 16 18
instance,time,solution len,solution
5,0.359371,8,2 7 8 11 13 15 16 17
instance,time,solution len,solution
6,0.377469,8,0 2 3 4 6 9 14 19
instance,time,solution len,solution
7,0.364699,6,0 1 2 5 9 19
instance,time,solution len,solution
8,0.372984,6,1 3 9 10 15 19
instance,time,solution len,solution
9,0.336344,6,0 2 9 12 14 16
avg_time,0.3709571
avg_length,7.1
instance,time,solution len,solution
0,0.394186,7,0 2 4 10 11 13 15
instance,time,solution len,solution
1,0.375792,7,3 4 5 7 10 14 15
instance,time,solution len,solution
2,0.314125,7,0 1 5 6 9 16 18
instance,time,solution len,solution
3,0.353626,8,0 3 4 5 12 14 15 18
instance,time,solution len,solution
4,0.292101,8,0 1 3 4 6 7 14 17
instance,time,solution len,solution
5,0.240459,8,3 7 8 11 13 15 16 17
instance,time,solution len,solution
6,0.331199,8,2 4 9 10 12 14 16 19
instance,time,solution len,solution
7,0.293712,6,0 1 2 5 9 13
instance,time,solution len,solution
8,0.274474,6,1 3 10 15 16 19
instance,time,solution len,solution
9,0.26489,6,0 2 9 12 14 16
avg_time,0.3134564
avg_length,7.1
