instance,time,solution len,solution
0,1309.442221,19,18 24 35 42 45 53 59 69 70 97 106 108 110 118 140 154 166 172 194
instance,time,solution len,solution
1,1298.101726,20,8 16 31 32 33 49 51 56 61 66 72 79 122 124 142 146 155 160 171 185
instance,time,solution len,solution
2,1369.246242,20,4 6 11 12 17 29 38 75 76 80 96 98 119 131 141 154 167 179 183 193
instance,time,solution len,solution
3,1313.848307,18,2 21 29 36 42 59 73 88 91 125 126 129 137 145 147 173 175 182
instance,time,solution len,solution
4,1294.240577,19,4 6 27 33 46 49 52 73 77 78 80 87 100 106 116 139 147 165 189
instance,time,solution len,solution
5,1227.456201,20,1 14 24 42 55 84 96 113 120 127 128 140 146 151 157 167 170 174 179 195
instance,time,solution len,solution
6,1261.943447,20,6 20 24 29 36 60 70 73 82 85 90 94 98 121 124 146 149 163 169 195
instance,time,solution len,solution
7,1365.981135,18,16 17 18 72 74 76 81 86 96 108 114 143 152 158 161 175 180 189
instance,time,solution len,solution
8,1212.402371,20,0 22 62 65 70 91 113 114 124 126 128 129 130 141 147 149 164 182 189 192
instance,time,solution len,solution
9,1219.980837,19,2 9 50 51 64 69 82 84 97 103 111 114 120 127 131 151 156 166 193
avg_time,1287.2643064
avg_length,19.3
instance,time,solution len,solution
0,1385.730585,19,18 24 35 42 45 53 59 69 70 97 106 108 110 118 140 154 166 172 194
instance,time,solution len,solution
1,1418.22701,21,20 49 51 61 79 86 128 142 146 154 157 159 160 175 180 184 185 186 187 194 196
instance,time,solution len,solution
2,1459.68095,19,1 4 6 17 29 38 52 76 96 102 120 131 133 141 143 154 179 191 197
instance,time,solution len,solution
3,1755.604126,19,19 21 29 36 41 57 73 76 91 126 129 137 140 141 167 175 181 182 187
instance,time,solution len,solution
4,1445.280066,19,4 6 10 13 17 38 46 49 52 56 77 87 98 106 116 122 140 181 194
instance,time,solution len,solution
5,1271.836894,20,1 14 15 16 42 48 53 55 64 94 96 112 113 120 127 157 170 174 187 195
instance,time,solution len,solution
6,1330.415114,20,6 20 24 36 53 60 70 73 82 85 90 94 98 121 124 146 149 163 169 195
instance,time,solution len,solution
7,1416.091286,19,0 16 17 18 32 72 74 76 81 86 96 114 143 152 158 175 180 189 191
instance,time,solution len,solution
8,1504.460377,19,0 45 53 56 65 70 75 86 91 113 126 130 141 163 164 167 176 182 198
instance,time,solution len,solution
9,1536.804419,19,2 3 9 21 50 51 53 64 69 82 84 103 111 120 127 131 151 156 191
avg_time,1452.4130827000001
avg_length,19.4
