instance,time,solution len,solution
0,0.862219,10,1 4 6 8 9 13 16 18 21 24
instance,time,solution len,solution
1,0.671273,8,0 13 16 20 22 24 25 29
instance,time,solution len,solution
2,0.797218,10,0 4 7 9 10 12 13 14 18 28
instance,time,solution len,solution
3,0.840063,10,0 2 4 9 16 20 21 22 23 28
instance,time,solution len,solution
4,0.888743,9,1 2 5 12 13 14 15 18 29
instance,time,solution len,solution
5,0.933942,9,2 5 10 15 17 18 20 22 25
instance,time,solution len,solution
6,0.901928,9,3 4 14 18 20 22 23 24 27
instance,time,solution len,solution
7,0.857944,13,1 2 3 4 8 13 20 21 22 24 25 26 29
instance,time,solution len,solution
8,0.841793,9,2 5 7 9 11 15 19 26 27
instance,time,solution len,solution
9,0.878019,9,9 14 17 22 23 24 26 27 28
avg_time,0.8473141999999999
avg_length,9.6
instance,time,solution len,solution
0,0.999962,10,1 4 6 8 9 13 16 18 21 24
instance,time,solution len,solution
1,0.835321,8,0 6 16 21 22 24 25 27
instance,time,solution len,solution
2,0.961946,10,1 4 8 9 10 12 13 14 25 28
instance,time,solution len,solution
3,1.065817,10,8 9 13 16 17 19 20 21 23 28
instance,time,solution len,solution
4,0.974763,9,2 5 6 12 13 18 20 23 29
instance,time,solution len,solution
5,0.991493,9,0 5 9 10 15 18 20 24 27
instance,time,solution len,solution
6,0.965835,9,3 4 6 7 14 18 20 23 27
instance,time,solution len,solution
7,0.956745,13,0 1 3 4 6 11 13 16 18 22 24 26 29
instance,time,solution len,solution
8,1.031999,9,2 5 7 9 11 15 20 26 27
instance,time,solution len,solution
9,1.011477,9,6 9 14 17 18 22 23 24 28
avg_time,0.9795358000000001
avg_length,9.6
instance,time,solution len,solution
0,0.980526,10,1 4 6 8 9 11 18 21 24 29
instance,time,solution len,solution
1,0.813577,8,0 6 13 16 22 24 25 26
instance,time,solution len,solution
2,0.999817,10,1 4 8 9 10 12 13 14 25 28
instance,time,solution len,solution
3,1.097185,10,0 2 4 9 16 20 21 22 23 28
instance,time,solution len,solution
4,0.91853,9,10 13 14 17 18 20 23 28 29
instance,time,solution len,solution
5,0.872303,9,5 6 7 10 15 18 25 26 27
instance,time,solution len,solution
6,0.966115,9,3 4 14 18 20 22 23 24 27
instance,time,solution len,solution
7,0.93487,13,1 2 4 8 11 13 14 18 19 22 24 25 29
instance,time,solution len,solution
8,1.096998,9,2 5 7 9 11 15 20 26 27
instance,time,solution len,solution
9,0.969747,9,6 9 14 17 18 22 23 24 28
avg_time,0.9649668
avg_length,9.6
instance,time,solution len,solution
0,1.058655,10,1 4 6 8 9 13 18 21 24 29
instance,time,solution len,solution
1,0.966356,8,0 13 16 20 21 22 24 25
instance,time,solution len,solution
2,1.055347,10,1 4 9 10 11 12 13 14 18 28
instance,time,solution len,solution
3,1.110543,10,0 3 9 16 17 19 20 21 22 23
instance,time,solution len,solution
4,0.87128,9,2 5 13 14 18 20 23 28 29
instance,time,solution len,solution
5,1.007778,9,2 5 10 15 16 18 20 22 27
instance,time,solution len,solution
6,1.044631,9,3 4 6 7 14 18 20 23 27
instance,time,solution len,solution
7,1.046616,13,0 1 3 4 6 11 13 16 19 21 22 24 29
instance,time,solution len,solution
8,0.996377,9,2 5 7 9 11 15 20 26 27
instance,time,solution len,solution
9,0.974103,9,9 14 17 19 22 24 26 27 28
avg_time,1.0131686
avg_length,9.6
instance,time,solution len,solution
0,0.998742,10,1 4 6 8 9 11 16 18 21 24
instance,time,solution len,solution
1,0.9187,8,0 6 14 16 24 25 26 27
instance,time,solution len,solution
2,0.928222,10,0 7 9 10 12 13 14 19 25 28
instance,time,solution len,solution
3,1.088286,10,0 3 4 9 16 17 20 21 22 23
instance,time,solution len,solution
4,1.048261,9,2 5 12 13 14 15 18 23 29
instance,time,solution len,solution
5,1.119844,9,2 5 10 15 17 18 20 22 25
instance,time,solution len,solution
6,1.075194,9,3 4 6 7 14 18 20 23 27
instance,time,solution len,solution
7,0.839306,13,5 6 7 12 15 16 17 18 20 23 26 27 28
instance,time,solution len,solution
8,0.850052,9,2 7 9 11 12 15 26 27 29
instance,time,solution len,solution
9,0.848336,9,9 14 17 22 23 24 26 27 28
avg_time,0.9714943
avg_length,9.6
