instance,time,solution len,solution
0,14.3701,9,1 7 10 21 39 40 44 45 47
instance,time,solution len,solution
1,19.090607,11,1 4 5 6 7 20 23 33 37 43 49
instance,time,solution len,solution
2,15.067267,9,3 14 19 23 24 26 29 35 42
instance,time,solution len,solution
3,17.986116,9,3 15 24 33 38 39 43 44 49
instance,time,solution len,solution
4,16.046162,10,1 5 9 15 16 21 25 33 38 41
instance,time,solution len,solution
5,14.615816,8,5 7 9 13 29 32 35 43
instance,time,solution len,solution
6,15.372493,10,0 9 11 15 22 30 38 44 48 49
instance,time,solution len,solution
7,12.34191,11,1 6 9 16 19 21 24 26 31 34 38
instance,time,solution len,solution
8,15.452964,9,3 4 8 20 23 32 34 43 49
instance,time,solution len,solution
9,13.888089,10,6 9 14 23 25 28 32 38 41 46
avg_time,15.423152400000001
avg_length,9.6
instance,time,solution len,solution
0,15.61422,9,1 7 10 21 39 40 44 45 47
instance,time,solution len,solution
1,15.526391,11,4 5 6 7 23 30 33 37 39 43 49
instance,time,solution len,solution
2,16.74686,9,2 6 12 14 19 23 24 42 46
instance,time,solution len,solution
3,14.856795,9,23 25 33 37 39 43 44 46 49
instance,time,solution len,solution
4,18.101965,10,2 3 8 19 25 32 37 41 42 43
instance,time,solution len,solution
5,16.794385,8,5 7 9 13 29 32 36 43
instance,time,solution len,solution
6,15.129224,9,0 5 15 16 18 22 28 33 42
instance,time,solution len,solution
7,13.488188,11,5 14 15 24 29 30 36 38 42 43 49
instance,time,solution len,solution
8,12.521153,9,3 8 20 22 35 41 42 43 45
instance,time,solution len,solution
9,10.837634,10,6 7 9 14 23 28 32 38 41 46
avg_time,14.961681500000001
avg_length,9.5
instance,time,solution len,solution
0,19.07855,9,1 7 10 21 39 40 44 45 47
instance,time,solution len,solution
1,17.470234,11,4 5 6 7 23 30 33 37 39 43 49
instance,time,solution len,solution
2,13.358716,9,7 8 15 18 26 28 33 46 47
instance,time,solution len,solution
3,15.874917,9,6 23 28 33 39 44 46 47 49
instance,time,solution len,solution
4,17.06105,10,1 3 7 9 13 16 18 25 32 34
instance,time,solution len,solution
5,16.339422,8,5 7 13 25 29 32 33 43
instance,time,solution len,solution
6,17.469609,9,0 5 13 15 18 22 32 42 46
instance,time,solution len,solution
7,15.115418,11,5 15 20 21 26 29 36 41 43 46 48
instance,time,solution len,solution
8,18.859182,9,3 8 19 20 22 34 35 41 43
instance,time,solution len,solution
9,17.909764,10,6 9 15 23 32 34 38 40 41 48
avg_time,16.8536862
avg_length,9.5
instance,time,solution len,solution
0,21.273049,9,1 7 10 21 39 40 44 45 47
instance,time,solution len,solution
1,20.700322,11,0 1 2 5 21 23 31 33 38 42 48
instance,time,solution len,solution
2,16.571535,9,2 12 14 17 19 23 24 29 37
instance,time,solution len,solution
3,17.745933,9,4 14 15 24 25 30 36 45 47
instance,time,solution len,solution
4,19.267611,10,1 2 3 4 7 25 32 42 43 44
instance,time,solution len,solution
5,18.148421,8,5 7 13 16 32 36 37 43
instance,time,solution len,solution
6,18.155185,9,9 13 15 22 32 42 45 46 47
instance,time,solution len,solution
7,19.367545,11,5 8 10 16 17 19 21 24 30 38 41
instance,time,solution len,solution
8,17.692673,9,15 16 20 23 40 41 43 45 47
instance,time,solution len,solution
9,18.194045,10,6 9 13 14 23 26 28 32 38 41
avg_time,18.7116319
avg_length,9.5
instance,time,solution len,solution
0,20.040943,9,1 7 10 21 39 40 44 45 46
instance,time,solution len,solution
1,15.200955,11,0 2 3 17 21 23 31 42 43 44 46
instance,time,solution len,solution
2,18.380746,9,12 13 14 19 23 24 29 37 42
instance,time,solution len,solution
3,13.970644,10,0 5 8 14 20 28 30 39 47 49
instance,time,solution len,solution
4,13.333669,10,3 7 9 13 16 24 25 32 34 40
instance,time,solution len,solution
5,12.789555,8,0 3 5 7 29 32 43 44
instance,time,solution len,solution
6,13.799599,10,8 9 13 15 22 33 37 42 45 46
instance,time,solution len,solution
7,15.121398,11,5 7 14 15 24 29 30 36 42 43 49
instance,time,solution len,solution
8,12.965844,9,3 5 16 19 20 22 35 41 43
instance,time,solution len,solution
9,14.649186,10,6 7 9 14 23 28 32 38 41 46
avg_time,15.025253900000001
avg_length,9.7
