instance,time,solution len,solution
0,0.054604,4,0 1 2 7
instance,time,solution len,solution
1,0.045724,4,2 5 7 8
instance,time,solution len,solution
2,0.043667,3,3 8 9
instance,time,solution len,solution
3,0.04589,2,1 7
instance,time,solution len,solution
4,0.070109,3,4 5 6
instance,time,solution len,solution
5,0.08502,4,1 5 6 9
instance,time,solution len,solution
6,0.063005,2,4 8
instance,time,solution len,solution
7,0.060853,3,0 6 9
instance,time,solution len,solution
8,0.054507,3,2 4 6
instance,time,solution len,solution
9,0.051885,3,0 2 9
avg_time,0.0575264
avg_length,3.1
instance,time,solution len,solution
0,0.061159,4,1 3 6 9
instance,time,solution len,solution
1,0.044922,4,0 1 5 9
instance,time,solution len,solution
2,0.048919,3,0 3 8
instance,time,solution len,solution
3,0.045473,2,1 7
instance,time,solution len,solution
4,0.049463,3,0 2 7
instance,time,solution len,solution
5,0.048175,4,0 1 2 8
instance,time,solution len,solution
6,0.062325,2,4 8
instance,time,solution len,solution
7,0.116856,3,0 6 9
instance,time,solution len,solution
8,0.05728,3,2 4 6
instance,time,solution len,solution
9,0.049862,3,0 2 9
avg_time,0.0584434
avg_length,3.1
instance,time,solution len,solution
0,0.051043,4,1 2 5 7
instance,time,solution len,solution
1,0.045767,4,1 4 5 8
instance,time,solution len,solution
2,0.05121,3,0 3 8
instance,time,solution len,solution
3,0.049737,2,1 7
instance,time,solution len,solution
4,0.053994,3,5 7 8
instance,time,solution len,solution
5,0.054951,4,2 3 4 8
instance,time,solution len,solution
6,0.056299,2,4 8
instance,time,solution len,solution
7,0.057112,3,0 6 9
instance,time,solution len,solution
8,0.054193,3,2 4 6
instance,time,solution len,solution
9,0.058228,3,0 2 9
avg_time,0.053253400000000006
avg_length,3.1
instance,time,solution len,solution
0,0.063915,4,1 3 6 9
instance,time,solution len,solution
1,0.053499,4,0 1 5 7
instance,time,solution len,solution
2,0.05917,3,5 8 9
instance,time,solution len,solution
3,0.044625,2,1 7
instance,time,solution len,solution
4,0.046778,3,5 7 8
instance,time,solution len,solution
5,0.051879,4,6 7 8 9
instance,time,solution len,solution
6,0.062716,2,1 8
instance,time,solution len,solution
7,0.065354,3,0 6 9
instance,time,solution len,solution
8,0.067092,3,2 4 6
instance,time,solution len,solution
9,0.0564,3,0 2 9
avg_time,0.057142799999999994
avg_length,3.1
instance,time,solution len,solution
0,0.061545,4,1 2 5 7
instance,time,solution len,solution
1,0.053288,4,2 7 8 9
instance,time,solution len,solution
2,0.062421,3,0 3 8
instance,time,solution len,solution
3,0.047271,2,1 7
instance,time,solution len,solution
4,0.052347,3,0 2 7
instance,time,solution len,solution
5,0.048238,4,2 4 5 7
instance,time,solution len,solution
6,0.05106,2,4 8
instance,time,solution len,solution
7,0.065635,3,0 6 9
instance,time,solution len,solution
8,0.064217,3,2 4 6
instance,time,solution len,solution
9,0.062473,3,0 2 9
avg_time,0.0568495
avg_length,3.1
