instance,time,solution len,solution
0,0.846987,4,6 9 26 29
instance,time,solution len,solution
1,0.820882,4,6 7 16 17
instance,time,solution len,solution
2,0.828171,4,1 17 19 28
instance,time,solution len,solution
3,0.785113,4,0 6 14 28
instance,time,solution len,solution
4,0.801922,5,0 13 14 17 26
instance,time,solution len,solution
5,0.862768,5,0 15 17 24 26
instance,time,solution len,solution
6,0.896914,4,4 7 24 27
instance,time,solution len,solution
7,0.846491,5,4 6 26 28 29
instance,time,solution len,solution
8,0.961767,4,0 1 7 27
instance,time,solution len,solution
9,0.870753,5,4 8 10 24 26
avg_time,0.8521768
avg_length,4.4
instance,time,solution len,solution
0,0.934823,4,5 18 23 29
instance,time,solution len,solution
1,0.843139,4,6 7 15 17
instance,time,solution len,solution
2,0.86339,4,5 9 11 17
instance,time,solution len,solution
3,0.978269,4,0 6 14 28
instance,time,solution len,solution
4,0.948221,4,1 14 21 25
instance,time,solution len,solution
5,0.946,5,4 7 13 15 23
instance,time,solution len,solution
6,0.976831,4,8 9 15 24
instance,time,solution len,solution
7,0.911816,4,4 23 25 29
instance,time,solution len,solution
8,0.941877,4,3 12 26 29
instance,time,solution len,solution
9,0.847446,5,10 11 20 21 28
avg_time,0.9191812
avg_length,4.2
instance,time,solution len,solution
0,0.834291,4,6 9 26 29
instance,time,solution len,solution
1,0.946118,4,6 7 15 17
instance,time,solution len,solution
2,0.883735,4,6 16 17 22
instance,time,solution len,solution
3,0.892915,4,0 6 14 28
instance,time,solution len,solution
4,0.824721,4,0 5 9 23
instance,time,solution len,solution
5,0.857216,5,0 15 16 22 24
instance,time,solution len,solution
6,0.832608,4,4 7 24 27
instance,time,solution len,solution
7,0.877158,4,4 23 25 29
instance,time,solution len,solution
8,0.935758,4,0 1 7 27
instance,time,solution len,solution
9,0.758873,5,4 5 15 22 23
avg_time,0.8643392999999999
avg_length,4.2
instance,time,solution len,solution
0,0.922174,4,6 9 26 29
instance,time,solution len,solution
1,0.81131,4,6 7 15 17
instance,time,solution len,solution
2,0.910659,4,6 16 17 21
instance,time,solution len,solution
3,0.96978,4,0 6 14 28
instance,time,solution len,solution
4,0.86372,4,1 14 21 25
instance,time,solution len,solution
5,0.968568,5,10 13 15 16 26
instance,time,solution len,solution
6,0.917243,4,8 9 15 24
instance,time,solution len,solution
7,0.905992,4,4 23 25 29
instance,time,solution len,solution
8,0.985079,4,3 12 26 29
instance,time,solution len,solution
9,0.87782,5,12 15 22 24 25
avg_time,0.9132345000000001
avg_length,4.2
instance,time,solution len,solution
0,0.829744,4,5 18 23 29
instance,time,solution len,solution
1,0.918832,4,6 7 15 17
instance,time,solution len,solution
2,0.777327,4,5 9 11 17
instance,time,solution len,solution
3,0.857017,4,0 6 14 28
instance,time,solution len,solution
4,0.88167,4,1 13 14 28
instance,time,solution len,solution
5,0.908936,5,0 5 7 10 12
instance,time,solution len,solution
6,0.947288,4,0 6 13 24
instance,time,solution len,solution
7,0.985991,5,0 5 13 18 29
instance,time,solution len,solution
8,0.982015,4,3 12 26 29
instance,time,solution len,solution
9,0.912658,5,0 9 12 19 22
avg_time,0.9001478
avg_length,4.3
