instance,time,solution len,solution
0,1.233487,13,0 1 7 8 13 18 20 21 22 25 27 28 29
instance,time,solution len,solution
1,1.235046,14,3 4 6 8 9 10 12 16 18 19 21 22 23 29
instance,time,solution len,solution
2,1.209792,13,0 1 4 6 11 14 15 16 17 21 24 26 29
instance,time,solution len,solution
3,1.254508,13,0 7 9 10 11 12 14 17 19 22 23 26 29
instance,time,solution len,solution
4,1.097472,14,0 4 7 9 11 12 17 20 21 23 24 25 26 28
instance,time,solution len,solution
5,1.222793,11,2 3 4 7 8 13 16 18 24 26 29
instance,time,solution len,solution
6,1.13255,13,1 5 7 8 9 13 14 15 19 22 23 24 28
instance,time,solution len,solution
7,1.064456,13,2 3 4 5 12 14 17 19 21 24 25 26 29
instance,time,solution len,solution
8,1.095424,11,0 3 8 10 11 12 15 17 21 23 27
instance,time,solution len,solution
9,1.087987,13,0 1 3 5 7 8 10 12 16 17 20 27 28
avg_time,1.1633514999999999
avg_nodes,12.8
