instance,time,solution len,solution
0,0.56833,4,2 3 8 19
instance,time,solution len,solution
1,0.388431,7,4 5 6 10 12 14 15
instance,time,solution len,solution
2,0.348008,8,0 3 6 7 11 14 18 19
instance,time,solution len,solution
3,0.332275,7,1 3 4 5 6 9 13
instance,time,solution len,solution
4,0.396596,5,5 9 14 16 17
instance,time,solution len,solution
5,0.465879,5,3 5 12 13 14
instance,time,solution len,solution
6,0.488954,4,2 8 17 19
instance,time,solution len,solution
7,0.43682,7,1 3 7 13 16 17 18
instance,time,solution len,solution
8,0.438122,5,1 5 7 8 9
instance,time,solution len,solution
9,0.419856,6,7 8 9 11 15 16
avg_time,0.4283271
avg_nodes,5.8
