instance,time,solution len,solution
0,0.985,10,1 4 6 8 9 13 18 21 24 29
instance,time,solution len,solution
1,0.799197,8,0 5 14 16 24 25 27 29
instance,time,solution len,solution
2,0.84446,10,1 9 11 12 13 14 15 22 25 28
instance,time,solution len,solution
3,0.824372,10,4 6 8 9 16 17 20 21 23 28
instance,time,solution len,solution
4,0.95033,9,1 2 5 12 13 14 15 18 29
instance,time,solution len,solution
5,0.820761,9,0 5 9 10 15 18 20 24 27
instance,time,solution len,solution
6,0.888434,9,3 4 14 18 20 22 23 24 27
instance,time,solution len,solution
7,1.144793,13,0 1 2 4 6 11 13 14 21 22 24 26 29
instance,time,solution len,solution
8,1.180766,9,2 5 7 9 11 15 19 26 27
instance,time,solution len,solution
9,1.032422,9,6 9 14 17 18 22 23 24 28
avg_time,0.9470535
avg_nodes,9.6
