instance,time,solution len,solution
0,1.563859,4,6 9 26 29
instance,time,solution len,solution
1,1.486232,4,6 7 15 17
instance,time,solution len,solution
2,1.513161,4,5 9 11 17
instance,time,solution len,solution
3,1.59947,4,0 6 14 28
instance,time,solution len,solution
4,1.495249,4,0 5 9 23
instance,time,solution len,solution
5,1.572489,5,5 6 12 16 25
instance,time,solution len,solution
6,1.890284,4,8 24 27 28
instance,time,solution len,solution
7,1.69203,4,4 6 23 29
instance,time,solution len,solution
8,1.84381,4,0 1 7 27
instance,time,solution len,solution
9,1.735389,5,0 1 3 15 18
avg_time,1.6391973
avg_nodes,4.2
