instance,time,solution len,solution
0,1.05744,7,0 3 8 14 17 19 29
instance,time,solution len,solution
1,1.116203,6,0 13 20 22 23 25
instance,time,solution len,solution
2,0.984806,6,5 8 11 12 20 25
instance,time,solution len,solution
3,1.180249,7,6 8 17 22 23 26 28
instance,time,solution len,solution
4,1.018485,6,1 9 12 19 21 29
instance,time,solution len,solution
5,1.010082,7,0 2 4 7 9 18 24
instance,time,solution len,solution
6,1.008566,7,3 5 6 13 19 22 26
instance,time,solution len,solution
7,1.031728,7,6 9 14 16 18 26 29
instance,time,solution len,solution
8,1.158047,8,1 6 9 15 19 21 25 28
instance,time,solution len,solution
9,1.000327,6,1 4 8 15 21 25
avg_time,1.0565932999999998
avg_nodes,6.7
