instance,time,solution len,solution
0,0.072513,5,0 1 3 5 6
instance,time,solution len,solution
1,0.085897,4,3 5 7 9
instance,time,solution len,solution
2,0.076762,4,4 5 7 8
instance,time,solution len,solution
3,0.09299,4,1 3 5 7
instance,time,solution len,solution
4,0.086267,5,1 2 5 8 9
instance,time,solution len,solution
5,0.057395,5,0 1 6 7 8
instance,time,solution len,solution
6,0.070007,2,1 8
instance,time,solution len,solution
7,0.069894,4,0 1 3 8
instance,time,solution len,solution
8,0.081582,5,1 2 5 6 9
instance,time,solution len,solution
9,0.080604,4,2 5 7 8
avg_time,0.0773911
avg_nodes,4.2
