instance,time,solution len,solution
0,2920.352296,21,21 33 36 40 50 53 63 66 73 75 82 93 108 121 153 161 163 170 202 214 249
instance,time,solution len,solution
1,3019.409745,22,6 18 22 45 49 66 97 99 126 133 149 152 160 161 165 177 178 208 217 218 243 245
instance,time,solution len,solution
2,3034.092624,21,9 11 12 16 17 25 35 57 59 71 96 113 117 146 158 197 206 217 223 240 241
instance,time,solution len,solution
3,2796.135506,22,2 9 11 27 47 75 103 106 134 137 139 144 172 178 182 199 206 211 234 235 237 239
instance,time,solution len,solution
4,2809.239525,20,39 41 54 71 81 95 105 106 109 113 121 127 130 134 136 143 150 159 204 213
instance,time,solution len,solution
5,2638.081285,21,14 26 30 42 46 51 55 73 80 99 100 115 134 138 178 179 198 200 205 213 247
instance,time,solution len,solution
6,2847.247182,20,30 45 53 55 75 83 85 99 103 121 130 139 145 162 176 182 203 208 211 215
instance,time,solution len,solution
7,2717.92442,21,5 11 20 42 50 71 75 89 117 121 122 138 142 172 195 204 205 222 230 233 237
instance,time,solution len,solution
8,2737.572433,20,5 20 21 28 35 47 60 76 84 97 108 109 125 127 195 205 206 217 233 240
instance,time,solution len,solution
9,2454.968669,21,4 22 23 45 55 59 81 87 105 111 150 151 160 165 170 174 192 230 231 246 247
avg_time,2797.5023685
avg_nodes,20.9
