instance,time,solution len,solution
0,0.506287,8,2 6 7 8 13 14 15 17
instance,time,solution len,solution
1,0.42545,10,2 4 5 6 7 8 13 15 17 19
instance,time,solution len,solution
2,0.417458,9,2 4 7 10 11 12 14 15 17
instance,time,solution len,solution
3,0.400096,9,1 3 6 7 8 10 15 16 17
instance,time,solution len,solution
4,0.525191,9,1 4 6 7 8 9 12 13 18
instance,time,solution len,solution
5,0.436216,10,0 1 2 5 9 11 12 14 15 16
instance,time,solution len,solution
6,0.451063,10,5 7 8 10 11 12 14 16 17 19
instance,time,solution len,solution
7,0.38337,7,0 3 9 12 14 16 17
instance,time,solution len,solution
8,0.467232,9,0 1 3 4 8 10 12 13 14
instance,time,solution len,solution
9,0.517882,10,1 4 6 7 8 9 12 14 16 19
avg_time,0.4530245
avg_nodes,9.1
