instance,time,solution len,solution
0,0.04542,4,2 5 6 8
instance,time,solution len,solution
1,0.033497,4,2 5 7 8
instance,time,solution len,solution
2,0.033687,3,3 8 9
instance,time,solution len,solution
3,0.035049,2,1 7
instance,time,solution len,solution
4,0.038212,3,5 7 8
instance,time,solution len,solution
5,0.038016,4,1 2 4 5
instance,time,solution len,solution
6,0.041652,2,4 8
instance,time,solution len,solution
7,0.04632,3,0 6 9
instance,time,solution len,solution
8,0.047742,3,2 4 6
instance,time,solution len,solution
9,0.05608,3,0 1 5
avg_time,0.0415675
avg_nodes,3.1
