1,152,12886
2,152 88,10697
3,152 8 88,8837
4,152 8 88 108,7366
5,8 106 108 152 88,6110
6,8 106 108 152 88 159,5035
7,8 106 108 152 88 220 159,4162
8,223 8 106 108 152 88 220 159,3453
9,223 166 8 106 108 152 88 220 159,2844
10,223 166 70 8 106 108 152 88 220 159,2378
11,223 166 70 8 106 108 77 152 88 220 159,1957
12,223 166 70 8 106 108 77 141 152 88 220 159,1604
13,248 223 166 70 8 106 108 77 141 152 88 220 159,1303
14,248 223 166 70 8 106 108 77 141 20 152 88 220 159,1060
15,248 33 223 166 70 8 106 108 77 141 20 152 88 220 159,844
16,248 33 223 166 70 8 106 108 77 141 81 20 152 88 220 159,670
17,248 33 223 162 166 70 8 106 108 77 141 81 20 152 88 220 159,512
18,248 33 223 162 166 70 8 106 108 77 141 81 20 152 88 220 62 159,385
19,8 141 20 152 30 159 33 162 166 62 70 77 81 88 220 223 106 108 248,283
20,8 141 20 152 30 159 158 33 162 166 62 70 77 81 88 220 223 106 108 248,204
21,8 141 146 20 152 30 159 158 33 162 166 62 70 77 81 88 220 223 106 108 248,150
22,8 141 146 20 152 30 159 158 33 162 166 62 70 77 81 214 88 220 223 106 108 248,108
23,8 141 146 20 152 30 159 158 33 162 166 62 70 199 77 81 214 88 220 223 106 108 248,84
24,8 141 146 20 152 30 159 158 33 162 166 62 70 199 77 81 214 88 220 223 106 108 110 248,64
25,8 141 146 20 152 29 30 159 158 33 162 166 62 70 199 77 81 214 88 220 223 106 108 110 248,49
26,8 141 146 20 152 29 30 159 158 33 162 166 62 70 199 77 81 214 88 220 223 104 106 108 110 248,37
27,8 141 146 20 152 29 30 159 158 33 162 166 62 70 199 75 77 81 214 88 220 223 104 106 108 110 248,27
28,8 141 146 20 152 29 30 159 158 33 162 166 62 70 199 75 77 81 214 88 220 223 226 104 106 108 110 248,19
29,8 141 146 20 152 29 30 159 158 33 162 166 47 62 70 199 75 77 81 214 88 220 223 226 104 106 108 110 248,12
30,8 141 146 20 152 29 30 159 158 33 162 166 47 62 70 199 75 77 81 214 88 91 220 223 226 104 106 108 110 248,7
31,8 141 146 20 152 29 30 159 158 33 162 166 47 52 62 70 199 75 77 81 214 88 91 220 223 226 104 106 108 110 248,4
32,8 141 146 20 152 29 30 159 158 33 162 166 47 52 62 70 199 75 77 81 214 88 91 220 223 96 226 104 106 108 110 248,1
33,8 12 141 146 20 152 29 30 159 158 33 162 166 47 52 62 70 199 75 77 81 214 88 91 220 223 96 226 104 106 108 110 248,0
