1,0 1 7 8 9,0
11,1 4 7 9 11,0
21,1 4 7 8 9,0
31,0 1 7 8 9,0
41,0 1 7 8 9,0
51,0 1 7 8 9,0
61,1 4 7 9 11,0
71,0 1 7 8 9,0
81,1 4 7 8 9,0
91,1 5 7 8 9,0
101,1 4 7 9 11,0
111,1 4 7 9 11,0
121,1 5 7 8 9,0
131,0 1 7 8 9,0
141,1 4 7 9 11,0
151,0 1 7 8 9,0
161,0 1 7 8 9,0
171,0 1 7 8 9,0
181,0 1 7 8 9,0
191,1 4 7 9 11,0
201,0 1 7 8 9,0
211,1 4 7 9 11,0
221,0 1 7 8 9,0
231,0 1 7 8 9,0
241,0 1 7 8 9,0
251,0 1 7 8 9,0
261,0 1 7 8 9,0
271,1 5 7 8 9,0
281,1 5 7 8 9,0
291,1 5 7 8 9,0
301,1 5 7 8 9,0
311,1 4 7 8 9,0
321,1 4 7 8 9,0
331,1 5 7 8 9,0
341,0 1 7 8 9,0
351,0 1 7 8 9,0
361,0 1 7 8 9,0
371,0 1 7 8 9,0
381,1 5 7 8 9,0
391,0 1 7 8 9,0
401,1 4 7 9 11,0
411,1 4 7 8 9,0
421,1 4 7 9 11,0
431,1 4 7 9 11,0
441,1 4 7 9 11,0
451,1 4 7 9 11,0
461,1 4 7 9 11,0
471,1 4 7 9 11,0
481,0 1 7 8 9,0
491,0 1 7 8 9,0
1,0 1 7 8 9,0
11,1 5 7 8 9,0
21,1 5 7 8 9,0
31,1 4 7 9 11,0
41,1 5 7 8 9,0
51,1 5 7 8 9,0
61,1 5 7 8 9,0
71,1 4 7 9 11,0
81,0 1 7 8 9,0
91,1 4 7 8 9,0
101,1 4 7 9 11,0
111,1 4 7 9 11,0
121,1 4 7 8 9,0
131,1 5 7 8 9,0
141,1 4 7 9 11,0
151,1 4 7 9 11,0
161,1 4 7 9 11,0
171,1 4 7 9 11,0
181,1 4 7 8 9,0
191,1 4 7 9 11,0
201,1 4 7 9 11,0
211,1 4 7 9 11,0
221,0 1 7 8 9,0
231,1 4 7 9 11,0
241,1 4 7 8 9,0
251,1 4 7 8 9,0
261,1 5 7 8 9,0
271,1 4 7 8 9,0
281,1 4 7 9 11,0
291,1 4 7 9 11,0
301,1 4 7 9 11,0
311,1 4 7 8 9,0
321,0 1 7 8 9,0
331,0 1 7 8 9,0
341,1 4 7 8 9,0
351,1 4 7 9 11,0
361,0 1 7 8 9,0
371,0 1 7 8 9,0
381,0 1 7 8 9,0
391,0 1 7 8 9,0
401,0 1 7 8 9,0
411,0 1 7 8 9,0
421,0 1 7 8 9,0
431,1 4 7 9 11,0
441,1 4 7 9 11,0
451,1 4 7 9 11,0
461,1 5 7 8 9,0
471,1 4 7 8 9,0
481,0 1 7 8 9,0
491,0 1 7 8 9,0
