instance,time,solution len,solution
0,0.26337,4,0 1 7 19
instance,time,solution len,solution
1,0.249031,4,0 1 5 16
instance,time,solution len,solution
2,0.236692,4,0 3 10 15
instance,time,solution len,solution
3,0.23975,4,0 3 9 19
instance,time,solution len,solution
4,0.255819,4,0 1 17 19
instance,time,solution len,solution
5,0.258737,4,0 1 3 5
instance,time,solution len,solution
6,0.293767,4,0 1 11 13
instance,time,solution len,solution
7,0.251811,4,0 3 8 19
instance,time,solution len,solution
8,0.257378,3,6 15 19
instance,time,solution len,solution
9,0.254625,4,0 2 5 17
avg_time,0.256098
