instance,time,solution len,solution
0,0.468916,7,0 2 4 10 11 13 15
instance,time,solution len,solution
1,0.627158,7,3 4 5 7 10 14 15
instance,time,solution len,solution
2,0.460819,7,0 1 5 6 9 13 18
instance,time,solution len,solution
3,0.694625,8,0 1 3 4 5 9 14 18
instance,time,solution len,solution
4,0.7966,8,0 1 3 4 6 7 14 17
instance,time,solution len,solution
5,0.992228,8,2 7 8 11 13 15 16 17
instance,time,solution len,solution
6,0.797521,8,0 2 3 4 6 9 14 19
instance,time,solution len,solution
7,0.328028,6,0 1 2 5 9 13
instance,time,solution len,solution
8,0.337399,6,1 3 9 10 15 19
instance,time,solution len,solution
9,0.337329,6,0 2 9 12 14 16
avg_time,0.5840623
