instance,time,solution len,solution
0,0.000492,4,0 1 2 7
instance,time,solution len,solution
1,0.000364,4,0 1 3 9
instance,time,solution len,solution
2,0.000228,3,0 3 8
instance,time,solution len,solution
3,0.000159,2,1 7
instance,time,solution len,solution
4,0.000215,3,0 2 7
instance,time,solution len,solution
5,0.00034,4,0 1 2 8
instance,time,solution len,solution
6,0.000159,2,1 8
instance,time,solution len,solution
7,0.000235,3,0 6 9
instance,time,solution len,solution
8,0.00027,3,2 4 6
instance,time,solution len,solution
9,0.000195,3,0 1 5
avg_time,0.0002657
