instance,time,solution len,solution
0,0.001126,5,0 1 3 5 6
instance,time,solution len,solution
1,0.001008,4,3 5 7 9
instance,time,solution len,solution
2,0.000664,4,0 2 6 9
instance,time,solution len,solution
3,0.000761,4,1 3 5 7
instance,time,solution len,solution
4,0.001241,5,0 3 4 6 7
instance,time,solution len,solution
5,0.001165,5,0 1 4 5 7
instance,time,solution len,solution
6,0.000276,2,1 8
instance,time,solution len,solution
7,0.000483,4,0 1 3 5
instance,time,solution len,solution
8,0.000933,5,0 3 4 7 8
instance,time,solution len,solution
9,0.000738,4,2 5 7 8
avg_time,0.0008395
