instance,time,solution len,solution
0,0.387957,6,0 2 5 9 12 17
instance,time,solution len,solution
1,0.32386,6,0 1 3 4 7 9
instance,time,solution len,solution
2,0.566227,7,1 3 5 7 10 14 17
instance,time,solution len,solution
3,0.462543,7,0 1 2 4 6 12 18
instance,time,solution len,solution
4,0.323237,6,0 1 5 6 13 19
instance,time,solution len,solution
5,0.457913,7,0 2 3 5 9 13 18
instance,time,solution len,solution
6,0.31938,6,0 2 5 12 14 17
instance,time,solution len,solution
7,0.255727,5,0 1 6 11 14
instance,time,solution len,solution
8,0.339013,6,0 1 2 3 4 9
instance,time,solution len,solution
9,0.601242,7,2 4 5 10 13 14 15
avg_time,0.40370990000000007
