instance,time,solution len,solution
0,0.292568,5,0 1 3 5 7
instance,time,solution len,solution
1,0.266727,5,0 1 2 3 19
instance,time,solution len,solution
2,0.243291,4,0 2 8 13
instance,time,solution len,solution
3,0.240016,4,1 2 10 14
instance,time,solution len,solution
4,0.255488,5,0 1 3 8 17
instance,time,solution len,solution
5,0.238544,4,1 2 8 11
instance,time,solution len,solution
6,0.23402,4,0 8 12 16
instance,time,solution len,solution
7,0.343666,6,0 1 4 9 10 17
instance,time,solution len,solution
8,0.237035,3,4 10 18
instance,time,solution len,solution
9,0.258544,4,1 6 14 19
avg_time,0.2609899
