instance,time,solution len,solution
0,0.000584,4,0 2 4 5
instance,time,solution len,solution
1,0.0004,4,0 1 2 6
instance,time,solution len,solution
2,0.000424,4,0 1 8 9
instance,time,solution len,solution
3,0.000405,4,0 2 3 6
instance,time,solution len,solution
4,0.000448,4,0 3 4 6
instance,time,solution len,solution
5,0.000295,3,1 3 7
instance,time,solution len,solution
6,0.0003,3,1 6 8
instance,time,solution len,solution
7,0.000385,4,0 1 3 7
instance,time,solution len,solution
8,0.000234,3,0 2 6
instance,time,solution len,solution
9,0.000389,4,0 1 3 9
avg_time,0.00038639999999999996
