instance,time
0,0.441113
solution,2,3,8,19
instance,time
1,0.452806
solution,4,7,10,12,14,15,16
instance,time
2,0.490186
solution,1,4,7,9,10,12,15,16
instance,time
3,0.399655
solution,1,4,5,6,8,9,19
instance,time
4,0.476549
solution,5,9,14,16,17
instance,time
5,0.477298
solution,3,8,12,13,14
instance,time
6,0.466813
solution,2,8,17,19
instance,time
7,0.532677
solution,1,3,11,13,14,16,18
instance,time
8,0.520608
solution,1,4,7,9,11
instance,time
9,0.486157
solution,0,3,4,8,10,13
avg_time,0.4743862
