instance,time
0,64.276117
solution,2,3,7,23,30,38,41,45,47,49,51,56,67,91,96
instance,time
1,60.549542
solution,1,6,11,14,16,17,25,33,35,59,69,76,77,80,99
instance,time
2,72.30778
solution,0,21,30,31,35,37,38,50,63,65,72,75,79,96
instance,time
3,63.047714
solution,11,24,25,27,30,32,43,52,56,65,75,78,80,84,89,93
instance,time
4,59.865399
solution,1,2,6,11,13,28,47,48,52,56,80,83,95,98
instance,time
5,64.473147
solution,13,17,20,36,37,43,51,58,64,71,73,75,81
instance,time
6,59.433495
solution,15,22,24,25,30,45,61,64,65,70,71,72,82,92,94
instance,time
7,59.105404
solution,7,18,26,28,29,33,34,40,42,44,52,57,80,91
instance,time
8,57.883212
solution,0,2,28,57,61,64,67,69,72,77,81,87,88,98
instance,time
9,68.842416
solution,6,7,10,19,27,64,67,69,76,77,85,88,93
avg_time,62.9784226
