instance,time
0,0.595695
solution,2,6,7,8,13,14,15,17
instance,time
1,0.59711
solution,0,1,3,4,9,10,12,14,16,18
instance,time
2,0.630608
solution,2,4,7,10,11,12,14,15,16
instance,time
3,0.626874
solution,1,4,6,7,8,14,15,16,17
instance,time
4,0.58759
solution,1,4,6,7,8,9,12,16,18
instance,time
5,0.668817
solution,1,2,5,6,9,11,12,14,15,16
instance,time
6,0.653641
solution,0,1,2,3,4,6,9,13,15,18
instance,time
7,0.547925
solution,3,8,9,12,14,16,17
instance,time
8,0.569752
solution,2,5,6,7,9,10,17,18,19
instance,time
9,0.576985
solution,1,4,6,7,8,9,12,14,16,19
avg_time,0.6054997
