instance,time
0,1.265442
solution,2,4,7,10,13,14,21
instance,time
1,1.278268
solution,3,8,10,11,18,20,24,28
instance,time
2,1.359067
solution,6,7,11,13,19,25
instance,time
3,1.270578
solution,0,3,6,15,20,21,24
instance,time
4,1.441172
solution,3,8,10,14,16,17,19,21
instance,time
5,1.350414
solution,0,5,16,17,19,23,28
instance,time
6,1.320183
solution,1,7,12,15,16,19,22,27
instance,time
7,1.229914
solution,0,3,13,26,27,28,29
instance,time
8,1.351892
solution,5,6,10,12,15,20,26
instance,time
9,1.376711
solution,4,15,19,22,24,29
avg_time,1.3243641
