instance,time
0,53.196446
solution,1,4,6,10,27,39,59,64,90,92,99
instance,time
1,52.448161
solution,2,12,15,20,22,25,31,37,72,87,92
instance,time
2,57.80862
solution,4,16,17,27,40,45,48,68,70,81,98
instance,time
3,57.966246
solution,6,9,26,56,63,75,79,90,98,99
instance,time
4,58.60955
solution,33,40,47,48,49,56,58,61,78,83,95
instance,time
5,52.203968
solution,2,14,21,24,34,49,57,60,62,72
instance,time
6,46.16218
solution,2,3,9,10,37,43,51,66,80,86,87
instance,time
7,47.042157
solution,11,12,17,23,35,62,76,88,96,98,99
instance,time
8,47.889924
solution,21,26,34,35,47,63,68,72,80,82,93
instance,time
9,47.431617
solution,4,5,15,19,24,39,48,60,82,89,92
avg_time,52.0758869
