instance,time
0,4.678573
solution,8,9,15,18,37,42
instance,time
1,5.028348
solution,5,21,23,28,30,40
instance,time
2,4.915643
solution,1,3,7,18,21,41
instance,time
3,4.764542
solution,2,14,25,34,47,48
instance,time
4,4.876893
solution,1,6,15,22,33,36
instance,time
5,4.992203
solution,6,22,26,31,35,49
instance,time
6,4.751211
solution,8,19,20,37,41
instance,time
7,5.104635
solution,7,14,23,37,39,44
instance,time
8,4.87717
solution,2,9,17,34,39,43
instance,time
9,5.107517
solution,5,16,17,19,28,44
avg_time,4.909673499999999
