instance,time
0,1.413782
solution,1,7,8,12,13,18,20,21,22,25,26,28,29
instance,time
1,1.550251
solution,1,3,4,6,8,9,10,12,18,19,21,22,23,29
instance,time
2,1.425914
solution,1,6,11,14,15,17,18,21,22,24,26,28,29
instance,time
3,1.513712
solution,0,1,6,7,9,10,11,12,19,22,23,26,29
instance,time
4,1.432756
solution,1,2,3,5,6,8,11,13,14,15,16,22,26,29
instance,time
5,1.372492
solution,2,3,4,8,13,16,18,24,25,26,29
instance,time
6,1.491655
solution,1,5,7,8,9,13,14,15,19,22,23,24,28
instance,time
7,1.489224
solution,2,3,4,5,12,14,17,19,20,21,24,26,29
instance,time
8,1.464009
solution,0,3,8,10,11,12,15,17,21,23,27
instance,time
9,1.348053
solution,0,1,3,5,8,12,13,16,17,20,26,27,28
avg_time,1.4501848
