instance,time
0,5.825009
solution,0,2,4,6,10,20,22,25,31,32,45,47,49
instance,time
1,6.309086
solution,0,10,15,18,19,20,23,24,27,33,35,37,45,46
instance,time
2,5.9177
solution,0,4,8,10,16,17,19,21,22,28,31,35,46,47
instance,time
3,6.540328
solution,0,3,7,8,16,17,21,23,26,39,41,46,48
instance,time
4,6.908651
solution,0,12,16,18,19,23,25,27,28,29,33,37,39,49
instance,time
5,6.339541
solution,0,14,15,18,19,23,25,27,29,31,33,43,47,49
instance,time
6,6.520398
solution,3,4,6,7,8,10,11,21,22,35,42,43,48
instance,time
7,10.179168
solution,1,5,6,8,9,11,23,24,25,28,42,43,45
instance,time
8,9.226969
solution,9,10,12,14,20,21,22,25,28,30,43,46,48
instance,time
9,9.356039
solution,2,5,7,9,17,18,20,28,31,36,40,42,43
avg_time,7.3122889
