instance,time
0,0.334301
solution,7,9,11,12,16
instance,time
1,0.461535
solution,0,1,2,3,19
instance,time
2,0.3659
solution,2,8,13,15
instance,time
3,0.412874
solution,1,13,17,19
instance,time
4,0.431283
solution,1,4,9,12,17
instance,time
5,0.401469
solution,2,5,15,17
instance,time
6,0.394903
solution,3,4,17,18
instance,time
7,0.387929
solution,2,8,13,15,18,19
instance,time
8,0.428463
solution,4,10,18
instance,time
9,0.430596
solution,1,6,14,19
avg_time,0.40492530000000004
