instance,time
0,5.577949
solution,18,29,31,32,36,38,43
instance,time
1,5.624818
solution,12,16,25,35,36,40,43
instance,time
2,5.663337
solution,1,10,21,28,33,41,48
instance,time
3,6.301371
solution,0,1,2,3,5,39,48
instance,time
4,5.52101
solution,10,12,20,27,43,44,48
instance,time
5,5.401241
solution,1,5,15,21,34,42,44,47
instance,time
6,6.043055
solution,1,7,11,22,23,27,34
instance,time
7,5.74909
solution,0,10,11,12,15,24,25
instance,time
8,5.713487
solution,0,9,17,36,42,48
instance,time
9,5.943106
solution,7,11,15,16,20,32,43,46
avg_time,5.7538464
