instance,time
0,1380.026162
solution,0,15,18,19,37,49,67,78,80,83,85,86,88,90,94,104,111,112,123,132,136,141,152,167,199,202,203,210,233,238,239,243,245,247
instance,time
1,1304.980515
solution,6,14,18,24,26,30,33,34,37,44,49,51,62,75,76,97,104,105,110,119,122,124,131,133,137,149,155,156,167,170,185,203,207,215,242,243,248,249
instance,time
2,1378.503719
solution,8,15,18,20,25,34,46,53,59,73,85,90,96,101,117,119,121,135,158,165,169,170,177,183,202,203,205,207,213,215,219,226,229,238
instance,time
3,1239.926839
solution,0,17,32,35,51,52,57,61,68,70,77,87,92,102,106,108,109,114,128,137,147,148,149,158,169,172,175,183,191,195,216,218,229,248
instance,time
4,1198.63221
solution,5,11,21,22,35,36,43,45,46,52,56,58,65,69,88,110,116,118,129,132,136,140,179,183,184,185,189,200,203,208,220,234,237,246
instance,time
5,1235.06539
solution,7,12,17,26,41,47,48,54,57,70,74,83,89,92,102,103,107,116,126,129,133,138,140,149,157,172,175,181,182,192,197,198,228,231
instance,time
6,1255.643454
solution,5,7,22,25,27,33,35,36,61,63,65,69,107,114,123,130,136,141,162,172,194,197,199,201,205,216,217,224,237,238,244,245,246
instance,time
7,1434.941218
solution,7,16,18,26,29,37,48,50,51,66,67,75,76,98,102,119,137,144,150,158,159,169,180,183,200,203,204,208,210,211,223,227,232,237
instance,time
8,1299.764963
solution,4,6,12,18,19,21,38,45,49,54,75,91,94,96,99,106,123,128,130,138,161,165,172,174,181,188,196,205,210,214,215,227,230,245,246
instance,time
9,1256.174518
solution,3,9,21,43,44,47,72,101,104,108,128,131,159,167,171,174,180,181,190,191,194,195,199,205,208,209,211,213,217,225,227,230,236
avg_time,1298.3658988
