instance,time
0,1111.13659
solution,0,52,55,56,57,73,79,91,105,108,116,117,128,147,153,156,159,164,211,221,223,233,241,244
instance,time
1,1155.93715
solution,6,13,14,21,35,43,45,81,90,98,108,111,113,116,119,159,167,181,193,223,234,236
instance,time
2,1149.783191
solution,2,3,6,10,11,33,61,65,69,76,93,96,102,104,113,114,135,139,181,189,193,202,239,247
instance,time
3,1095.315751
solution,15,26,39,41,52,55,66,68,82,83,97,106,112,118,138,141,147,159,162,175,198,215,240
instance,time
4,1239.979402
solution,12,17,41,44,51,59,63,77,81,93,100,113,138,149,159,171,186,190,200,207,231,238,244
instance,time
5,1066.500381
solution,0,13,16,20,23,33,39,53,57,70,73,77,94,96,101,121,143,148,182,199,209,221,239,242
instance,time
6,1103.062323
solution,1,10,14,29,89,91,104,107,114,115,117,119,125,128,151,153,161,181,185,190,191,202,206,231,237,243
instance,time
7,1098.392237
solution,8,12,21,24,62,70,72,96,100,106,115,121,130,135,140,154,171,189,193,195,221,241,249
instance,time
8,1192.906794
solution,0,1,7,9,13,21,39,59,62,74,85,93,110,135,137,143,144,151,164,169,191,208,222,242
instance,time
9,1104.16353
solution,10,14,33,41,62,63,74,89,97,106,110,118,136,165,184,187,188,190,202,206,210,212,233,239
avg_time,1131.7177348999999
