instance,time
0,1.285483
solution,1,4,6,8,9,11,16,18,21,24
instance,time
1,1.321157
solution,0,6,13,14,16,24,25,26
instance,time
2,1.372741
solution,1,8,9,12,13,14,15,22,25,28
instance,time
3,1.342973
solution,4,8,9,13,16,17,20,21,23,28
instance,time
4,1.250725
solution,2,5,6,12,13,15,18,23,29
instance,time
5,1.386864
solution,0,5,9,10,11,15,18,20,24
instance,time
6,1.343006
solution,3,4,14,18,20,22,23,24,27
instance,time
7,1.444112
solution,0,5,6,7,11,12,15,17,23,25,26,27,28
instance,time
8,1.424863
solution,2,5,7,9,11,15,20,26,27
instance,time
9,1.324666
solution,9,14,17,18,22,23,24,26,28
avg_time,1.349659
