instance,time
0,540.304855
solution,1,22,25,31,33,40,50,58,62,66,72,74,76,107,109,111,113,118,122,133,134,139,155,158,160,166,178,179,186,189,196
instance,time
1,540.073745
solution,4,24,38,63,66,73,75,78,81,87,91,92,100,104,108,109,110,114,127,135,137,142,143,146,161,173,179,187,188,189,192
instance,time
2,566.440776
solution,3,21,23,28,35,37,45,52,57,67,79,84,86,88,92,97,99,136,139,140,148,156,158,164,165,166,169,187,192,193,198
instance,time
3,571.838909
solution,9,14,17,19,29,40,41,43,47,50,52,54,55,57,62,64,66,72,76,84,93,102,103,104,109,137,142,143,151,157,168,178
instance,time
4,562.121813
solution,17,29,40,59,60,63,71,76,77,81,90,91,99,100,104,105,106,109,114,120,123,125,137,145,147,164,183,187,198
instance,time
5,558.218248
solution,1,13,33,36,43,47,49,51,64,73,104,109,110,111,121,125,132,133,146,150,156,163,167,171,172,179,183,185,193,196,199
instance,time
6,529.223219
solution,7,27,28,32,60,66,84,85,87,88,89,90,94,95,115,145,146,159,160,163,167,168,175,183,186,189,194,195,196,197
instance,time
7,556.749187
solution,2,10,19,22,24,43,54,58,60,61,63,66,84,88,98,101,109,121,124,130,131,141,143,153,154,160,163,172,179
instance,time
8,564.849097
solution,13,23,31,38,42,46,51,52,53,56,60,70,75,78,85,90,115,118,131,151,155,157,158,170,186,190,194
instance,time
9,570.789162
solution,2,16,19,30,32,36,38,39,50,53,55,66,67,69,80,81,88,92,112,118,129,134,137,154,166,167,176,178,183
avg_time,556.0609011
