instance,time
0,474.968872
solution,16,31,41,119,121,125,144,155,160,198
instance,time
1,487.029257
solution,69,75,85,97,108,109,128,130,136,144
instance,time
2,488.831092
solution,32,33,47,125,132,134,158,169,188,199
instance,time
3,492.201823
solution,37,46,53,73,79,80,135,157,193,198
instance,time
4,476.068154
solution,3,26,47,62,81,88,95,151,180,181
instance,time
5,474.309203
solution,17,20,29,73,75,79,104,112,114,175
instance,time
6,473.039095
solution,12,42,56,74,81,86,102,104,127,150
instance,time
7,469.781651
solution,20,26,43,51,74,81,117,128,131,137
instance,time
8,606.554843
solution,6,17,70,83,94,97,108,129,173,190
instance,time
9,636.498152
solution,13,19,73,80,89,90,116,174,178,198
avg_time,507.9282142
