instance,time
0,1168.919489
solution,12,33,41,45,54,57,111,137,155,165,181,182,183,196,204,219
instance,time
1,1181.56138
solution,3,11,31,34,51,54,76,77,84,88,102,111,144,176,179,225
instance,time
2,1275.37629
solution,14,15,29,41,60,73,110,120,129,130,154,157,190,223,247
instance,time
3,1082.916479
solution,9,25,50,68,80,81,87,94,98,122,124,144,199,218,229,234
instance,time
4,1073.223973
solution,0,4,9,21,34,37,65,84,110,143,155,170,178,189,208,210
instance,time
5,1115.918461
solution,8,47,62,99,109,118,119,130,152,159,176,182,188,201,225,226
instance,time
6,1165.016245
solution,3,48,70,81,85,107,128,141,166,169,197,199,219,221,231,245
instance,time
7,1092.475127
solution,5,21,41,63,66,70,73,84,127,137,139,152,158,198,212,229
instance,time
8,1034.533922
solution,27,35,40,49,85,89,96,156,173,194,204,210,211,215,244,249
instance,time
9,1046.788876
solution,3,15,59,75,83,108,109,137,142,153,179,208,212,214,223,239
avg_time,1123.6730241999999
