instance,time
0,811.481619
solution,12,38,60,64,67,73,92,108,110,111,113,115,117,118,132,140,142,166,187,199
instance,time
1,669.775924
solution,5,14,16,17,20,43,47,50,75,85,86,109,117,124,134,146,150,158,171,188
instance,time
2,669.418917
solution,9,16,18,21,54,57,60,76,104,109,120,121,134,135,136,142,144,152,167,168,172,173,179
instance,time
3,634.956991
solution,9,29,49,57,87,88,91,94,106,108,109,119,126,139,151,160,166,169,188,194,195,196
instance,time
4,746.460497
solution,6,18,27,36,47,49,56,58,68,96,128,129,131,134,142,143,163,181,189,191,198
instance,time
5,809.476267
solution,2,18,21,42,47,99,101,106,110,114,127,133,137,157,158,166,172,187,189,195
instance,time
6,554.675244
solution,8,87,88,95,102,103,108,117,124,129,146,147,152,157,166,168,176,182,185,193,199
instance,time
7,550.502473
solution,18,22,41,55,56,65,66,71,80,94,95,103,108,112,117,121,132,142,171,174,188,198
instance,time
8,527.678891
solution,2,3,16,22,45,81,84,86,88,97,110,115,126,140,141,148,163,164,172,178,199
instance,time
9,548.385207
solution,18,21,24,33,34,65,72,83,84,90,93,94,97,109,110,137,160,172,176,189,199
avg_time,652.281203
