instance,time
0,52.048673
solution,0,5,6,12,34,47,73,99
instance,time
1,52.622838
solution,10,15,21,45,61,64,71,86
instance,time
2,51.650852
solution,7,33,35,38,47,56,90,98
instance,time
3,51.058864
solution,10,30,38,54,57,77,86,90
instance,time
4,52.109252
solution,2,29,31,53,57,61,77,82
instance,time
5,53.299613
solution,18,29,34,39,47,57,75,79
instance,time
6,51.233926
solution,11,23,38,40,44,72,88,91
instance,time
7,52.49458
solution,8,18,22,24,43,55,72,75
instance,time
8,53.118031
solution,9,14,23,39,54,62,81,98
instance,time
9,52.546133
solution,3,13,40,43,69,72,93,98
avg_time,52.218276200000005
