instance,time
0,6.711738
solution,3,4,6,14,20,28,35,39,46,47
instance,time
1,6.582866
solution,2,11,12,13,26,32,33,36,39,49
instance,time
2,6.60329
solution,5,11,12,16,17,22,24,34,35,37,41
instance,time
3,7.554835
solution,9,10,13,19,22,26,30,31,32,40
instance,time
4,7.24878
solution,5,8,11,14,34,35,39,48,49
instance,time
5,8.360767
solution,14,16,17,24,30,34,37,39,41
instance,time
6,7.772087
solution,5,13,15,22,26,37,38,43,46,49
instance,time
7,7.486774
solution,0,7,20,24,31,34,35,44,47
instance,time
8,7.692941
solution,4,6,7,12,25,26,31,36,48
instance,time
9,7.919385
solution,10,11,16,21,26,33,34,35,48
avg_time,7.3933463
