instance,time
0,1.153451
solution,1,7,15,17,22
instance,time
1,1.181272
solution,1,3,16,20,23,29
instance,time
2,1.167002
solution,9,20,23,24,27,28
instance,time
3,1.18843
solution,3,4,10,14,18
instance,time
4,1.229277
solution,2,6,8,16,21,27
instance,time
5,1.095218
solution,0,8,19,22,24
instance,time
6,1.188295
solution,3,7,11,19,23,24
instance,time
7,1.22046
solution,2,5,23,26,28
instance,time
8,1.11273
solution,8,10,14,16,24,27
instance,time
9,1.135617
solution,15,24,25,26,27
avg_time,1.1671752000000002
