instance,time
0,59.874278
solution,17,20,21,47,62,64,66,73,74,81,88,91,93
instance,time
1,76.252895
solution,6,25,40,45,46,56,58,59,69,76,79,80,82,90
instance,time
2,63.391061
solution,3,12,28,33,34,44,48,51,65,68,78,85,92,99
instance,time
3,55.549221
solution,1,2,4,6,11,12,16,19,26,33,38,54,58,67,84,93
instance,time
4,58.944193
solution,2,5,9,17,33,53,54,58,62,64,65,72,75,76,81
instance,time
5,54.769967
solution,0,2,7,9,10,15,55,57,65,68,73,74,82,87
instance,time
6,55.023048
solution,3,7,28,31,37,48,55,56,59,66,71,73,76,82,86,90
instance,time
7,53.927784
solution,0,2,4,26,28,35,43,45,47,51,59,65,66,86
instance,time
8,57.065043
solution,6,7,22,48,58,62,63,66,67,76,91,94,95
instance,time
9,54.226321
solution,2,11,13,27,29,36,38,55,60,66,70,76,89,90
avg_time,58.9023811
