instance,time
0,0.600137
solution,0,2,4,10,11,13,15
instance,time
1,0.565584
solution,3,4,5,7,10,14,15
instance,time
2,0.480655
solution,0,3,5,6,13,14,18
instance,time
3,0.551288
solution,0,3,4,5,12,14,15,18
instance,time
4,0.546442
solution,2,5,9,10,13,15,16,18
instance,time
5,0.533429
solution,2,7,8,11,15,16,17,18
instance,time
6,0.518313
solution,0,6,9,11,14,15,16,19
instance,time
7,0.488119
solution,0,1,2,5,9,13
instance,time
8,0.57986
solution,1,3,10,15,16,19
instance,time
9,0.521264
solution,2,6,9,12,14,16
avg_time,0.5385091
