instance,time
0,7.354639
solution,2,3,4,8,11,14,16,23,27,28,29,30,31,35,36,38,39,41,45,47,48
instance,time
1,6.335293
solution,0,4,6,9,11,12,14,15,18,22,24,28,29,30,33,37,40,41,45,48,49
instance,time
2,6.532735
solution,6,7,10,12,14,17,19,20,22,24,26,28,29,31,35,36,38,39,47,49
instance,time
3,7.225114
solution,1,2,7,9,16,17,22,24,25,26,27,28,30,33,35,37,38,42,43,47,48
instance,time
4,7.062892
solution,0,3,6,7,10,13,16,26,29,32,34,35,36,40,41,42,45,48,49
instance,time
5,7.614624
solution,2,4,6,7,8,15,17,18,20,22,28,33,34,36,37,38,41,42,44,47,48,49
instance,time
6,7.200795
solution,0,1,5,7,10,11,13,15,17,18,20,24,25,28,30,35,38,40,41,44,47,49
instance,time
7,7.194383
solution,0,5,9,11,14,16,17,18,19,21,23,28,29,30,34,35,37,38,39,40,41,44,48
instance,time
8,6.763671
solution,0,4,6,10,14,16,17,19,21,23,24,26,27,31,32,33,34,38,44,46,47,48
instance,time
9,6.763257
solution,0,1,2,6,7,8,12,13,14,16,17,21,30,35,36,37,38,43,44,48,49
avg_time,7.0047403
