instance,time
0,1126.328508
solution,12,20,53,72,75,80,94,95,108,127,133,139,144,155,159,162,169,178,182,191,199,212,249
instance,time
1,1550.139488
solution,2,11,20,23,25,39,44,49,50,51,56,66,68,98,108,112,174,189,195,199,221,229,231
instance,time
2,1338.042555
solution,3,7,23,44,89,96,118,120,121,123,130,132,139,140,146,168,173,176,188,208,220,237,243
instance,time
3,1244.384443
solution,0,1,4,6,11,99,105,107,119,125,133,140,144,149,160,197,206,214,220,224,232,233,236,245
instance,time
4,1146.699294
solution,4,8,10,18,40,49,66,81,88,93,102,105,114,120,128,163,166,185,202,206,210,216,235
instance,time
5,1174.233051
solution,3,4,21,24,35,58,65,67,73,76,96,100,103,110,134,155,159,163,179,194,198,241
instance,time
6,1195.686252
solution,2,10,13,19,34,42,56,62,70,88,103,110,119,123,141,177,178,190,203,216,219,221,232,248
instance,time
7,1153.834379
solution,4,14,17,27,28,41,74,76,137,138,145,149,154,162,194,197,213,217,219,225,231,233,239
instance,time
8,1181.438794
solution,1,21,31,36,47,53,60,65,94,98,110,118,123,146,151,157,171,187,210,214,227,229,234,243
instance,time
9,1402.38665
solution,4,18,35,36,44,47,67,74,81,109,112,120,128,131,138,162,163,170,211,213,214,227,229
avg_time,1251.3173413999998
